Date,Line,Shift,Units_Produced,Defect_Rate,Downtime_Minutes,Temperature_C,Humidity_%
2024-06-18,B,Afternoon,472,1.92,55,24.4,54
2024-06-18,B,Night,458,1.93,46,28.6,55
2024-06-19,A,Morning,473,2.77,27,27.9,65
2024-06-19,A,Afternoon,559,3.71,36,27.3,61
2024-06-19,A,Night,497,4.97,39,26.8,61
2024-06-19,B,Morning,463,2.16,51,31.5,68
2024-06-19,B,Afternoon,454,2.22,32,30.9,68
2024-06-19,B,Night,424,1.84,38,25.3,56
2024-06-20,A,Morning,513,3.12,59,27.7,62
2024-06-20,A,Afternoon,532,3.47,18,26.5,58
2024-06-20,A,Night,555,4.51,47,28.0,61
2024-06-20,B,Morning,447,2.22,34,26.7,51
2024-06-20,B,Afternoon,447,2.07,59,25.4,63
2024-06-20,B,Night,508,2.21,45,23.2,50
2024-06-21,A,Morning,540,3.68,42,30.5,61
2024-06-21,A,Afternoon,519,3.68,34,25.9,68
2024-06-21,A,Night,499,5.02,46,24.9,58
2024-06-21,B,Morning,493,1.81,49,26.5,58
2024-06-21,B,Afternoon,453,2.42,70,26.2,59
2024-06-21,B,Night,472,1.76,45,25.9,67
2024-06-22,A,Morning,496,2.58,40,25.4,54
2024-06-22,A,Afternoon,507,2.84,61,28.2,57
2024-06-22,A,Night,559,4.19,32,23.6,55
2024-06-22,B,Morning,473,1.64,46,24.6,59
2024-06-22,B,Afternoon,491,2.06,60,27.1,59
2024-06-22,B,Night,468,2.06,42,28.0,57
2024-06-23,A,Morning,522,4.05,26,25.2,62
2024-06-23,A,Afternoon,498,2.57,38,27.6,63
2024-06-23,A,Night,462,4.72,63,25.8,55
2024-06-23,B,Morning,492,1.81,55,30.5,62
2024-06-23,B,Afternoon,473,1.77,56,29.3,48
2024-06-23,B,Night,464,2.11,44,27.4,59
2024-06-24,A,Morning,540,2.5,34,27.1,58
2024-06-24,A,Afternoon,533,3.61,39,28.1,59
2024-06-24,A,Night,499,4.82,42,26.2,63
2024-06-24,B,Morning,458,2.16,55,25.6,56
2024-06-24,B,Afternoon,463,1.81,67,26.3,59
2024-06-24,B,Night,458,2.43,66,25.2,59
2024-06-25,A,Morning,552,2.06,39,26.4,65
2024-06-25,A,Afternoon,503,3.52,35,26.6,64
2024-06-25,A,Night,505,4.51,54,27.3,62
2024-06-25,B,Morning,471,1.85,52,24.8,60
2024-06-25,B,Afternoon,454,1.74,82,32.3,64
2024-06-25,B,Night,467,2.19,48,28.4,55
2024-06-26,A,Morning,507,4.4,52,28.1,60
2024-06-26,A,Afternoon,491,3.77,45,28.2,57
2024-06-26,A,Night,495,4.32,30,27.1,60
2024-06-26,B,Morning,463,2.1,39,27.0,59
2024-06-26,B,Afternoon,489,1.58,46,26.6,66
2024-06-26,B,Night,460,2.44,50,22.7,57
2024-06-27,A,Morning,524,3.29,40,24.8,66
2024-06-27,A,Afternoon,538,4.3,31,28.9,58
2024-06-27,A,Night,496,6.9,39,29.1,56
2024-06-27,B,Morning,466,1.76,41,26.1,60
2024-06-27,B,Afternoon,491,1.97,55,26.9,60
2024-06-27,B,Night,470,2.05,44,30.8,57
2024-06-28,A,Morning,466,1.71,30,27.4,52
2024-06-28,A,Afternoon,532,3.31,17,26.7,66
2024-06-28,A,Night,508,5.18,45,25.7,66
2024-06-28,B,Morning,464,1.94,37,26.4,63
2024-06-28,B,Afternoon,494,2.16,49,29.0,54
2024-06-28,B,Night,481,2.01,40,30.4,59
